project,ci_skip,batch_size,builds_saved,method
CloudSlang-cloud-slang.csv,0,4,30.05993545,baseline_static
CloudSlang-cloud-slang.csv,0,8,30.38266482,baseline_static
CloudSlang-cloud-slang.csv,0,16,28.44628861,baseline_static
geotools-geotools.csv,0,2,-0.116550117,baseline_static
geotools-geotools.csv,0,4,-1.841491841,baseline_static
geotools-geotools.csv,0,8,-4.312354312,baseline_static
geotools-geotools.csv,0,16,-6.596736597,baseline_static
CloudifySource-cloudify.csv,0,2,20.43512044,baseline_static
CloudifySource-cloudify.csv,0,4,25.89355089,baseline_static
CloudifySource-cloudify.csv,0,8,25.13597514,baseline_static
CloudifySource-cloudify.csv,0,16,22.45532246,baseline_static
SpongePowered-SpongeCommon.csv,0,2,27.86002692,baseline_static
SpongePowered-SpongeCommon.csv,0,4,39.62314939,baseline_static
SpongePowered-SpongeCommon.csv,0,8,42.58411844,baseline_static
SpongePowered-SpongeCommon.csv,0,16,41.83041723,baseline_static
apache-zeppelin.csv,0,2,-9.061348363,baseline_static
apache-zeppelin.csv,0,4,-16.88705831,baseline_static
apache-zeppelin.csv,0,8,-23.15196185,baseline_static
apache-zeppelin.csv,0,16,-27.61760243,baseline_static
typetools-checker-framework.csv,0,2,11.23988629,baseline_static
typetools-checker-framework.csv,0,4,13.9295867,baseline_static
typetools-checker-framework.csv,0,8,13.44850208,baseline_static
typetools-checker-framework.csv,0,16,11.69910343,baseline_static
geoserver-geoserver.csv,0,2,-6.870229008,baseline_static
geoserver-geoserver.csv,0,4,-15.30441259,baseline_static
geoserver-geoserver.csv,0,8,-21.9139825,baseline_static
geoserver-geoserver.csv,0,16,-26.45689816,baseline_static
ngageoint-geowave.csv,0,2,31.5269257,baseline_static
ngageoint-geowave.csv,0,4,43.69461486,baseline_static
ngageoint-geowave.csv,0,8,47.6141786,baseline_static
ngageoint-geowave.csv,0,16,48.19359237,baseline_static
sparklemotion-nokogiri.csv,0,2,13.16286254,baseline_static
sparklemotion-nokogiri.csv,0,4,18.74034666,baseline_static
sparklemotion-nokogiri.csv,0,8,20.73107946,baseline_static
sparklemotion-nokogiri.csv,0,16,21.28024713,baseline_static
Graylog2-graylog2-server.csv,0,2,41.94673431,baseline_static
Graylog2-graylog2-server.csv,0,4,59.89220038,baseline_static
Graylog2-graylog2-server.csv,0,8,66.36017755,baseline_static
Graylog2-graylog2-server.csv,0,16,67.53329106,baseline_static
cloudfoundry-uaa.csv,0,2,40.90909091,baseline_static
cloudfoundry-uaa.csv,0,4,58.04195804,baseline_static
cloudfoundry-uaa.csv,0,8,65.73426573,baseline_static
cloudfoundry-uaa.csv,0,16,68.53146853,baseline_static
apache-jackrabbit-oak.csv,0,2,-7.225738397,baseline_static
apache-jackrabbit-oak.csv,0,4,-16.90400844,baseline_static
apache-jackrabbit-oak.csv,0,8,-24.84177215,baseline_static
apache-jackrabbit-oak.csv,0,16,-30.14240506,baseline_static
apache-pdfbox.csv,0,2,-10.28037383,baseline_static
apache-pdfbox.csv,0,4,-20.68313307,baseline_static
apache-pdfbox.csv,0,8,-28.2376502,baseline_static
apache-pdfbox.csv,0,16,-32.86604361,baseline_static
apache-sling.csv,0,2,-48.43312815,baseline_static
apache-sling.csv,0,4,-72.81757135,baseline_static
apache-sling.csv,0,8,-85.10772244,baseline_static
apache-sling.csv,0,16,-91.28427532,baseline_static
SonarSource-sonar-java.csv,0,2,25.96193121,baseline_static
SonarSource-sonar-java.csv,0,4,36.97410342,baseline_static
SonarSource-sonar-java.csv,0,8,40.0457479,baseline_static
SonarSource-sonar-java.csv,0,16,40.31533371,baseline_static
killbill-killbill.csv,0,2,-0.421940928,baseline_static
killbill-killbill.csv,0,4,-2.140959525,baseline_static
killbill-killbill.csv,0,8,-4.016252539,baseline_static
killbill-killbill.csv,0,16,-6.141584623,baseline_static
checkstyle-checkstyle.csv,0,2,39.32781379,baseline_static
checkstyle-checkstyle.csv,0,4,58.70183771,baseline_static
checkstyle-checkstyle.csv,0,8,68.09575765,baseline_static
checkstyle-checkstyle.csv,0,16,72.48785914,baseline_static
apache-tajo.csv,1,2,17.7672956,baseline_static
apache-tajo.csv,1,4,21.69811321,baseline_static
apache-tajo.csv,1,8,19.88993711,baseline_static
apache-tajo.csv,1,16,17.7672956,baseline_static
osmdroid-osmdroid.csv,1,2,-9.949622166,baseline_static
osmdroid-osmdroid.csv,1,4,-17.50629723,baseline_static
osmdroid-osmdroid.csv,1,8,-23.92947103,baseline_static
osmdroid-osmdroid.csv,1,16,-28.71536524,baseline_static
DSpace-DSpace.csv,1,2,40.15696534,baseline_static
DSpace-DSpace.csv,1,4,56.24591236,baseline_static
DSpace-DSpace.csv,1,8,61.41268803,baseline_static
DSpace-DSpace.csv,1,16,62.45912361,baseline_static
apache-nifi.csv,1,2,12.73187184,baseline_static
apache-nifi.csv,1,4,13.40640809,baseline_static
apache-nifi.csv,1,8,10.03372681,baseline_static
apache-nifi.csv,1,16,5.986509275,baseline_static
caelum-vraptor4.csv,1,2,31.18393235,baseline_static
caelum-vraptor4.csv,1,4,41.1205074,baseline_static
caelum-vraptor4.csv,1,8,42.81183932,baseline_static
caelum-vraptor4.csv,1,16,40.80338266,baseline_static
grails-grails-core.csv,1,2,4.671968191,baseline_static
grails-grails-core.csv,1,4,-1.391650099,baseline_static
grails-grails-core.csv,1,8,-8.349900596,baseline_static
grails-grails-core.csv,1,16,-13.4194831,baseline_static
square-wire.csv,1,2,39.72093023,baseline_static
square-wire.csv,1,4,57.30232558,baseline_static
square-wire.csv,1,8,64,baseline_static
square-wire.csv,1,16,65.58139535,baseline_static
puniverse-quasar.csv,1,2,35.17241379,baseline_static
puniverse-quasar.csv,1,4,47.93103448,baseline_static
puniverse-quasar.csv,1,8,49.74137931,baseline_static
puniverse-quasar.csv,1,16,48.36206897,baseline_static
dropwizard-dropwizard.csv,1,2,38.25331971,baseline_static
dropwizard-dropwizard.csv,1,4,54.85188968,baseline_static
dropwizard-dropwizard.csv,1,8,61.13381001,baseline_static
dropwizard-dropwizard.csv,1,16,62.87027579,baseline_static
essentials-Essentials.csv,1,2,-21.91780822,baseline_static
essentials-Essentials.csv,1,4,-41.09589041,baseline_static
essentials-Essentials.csv,1,8,-53.42465753,baseline_static
essentials-Essentials.csv,1,16,-57.53424658,baseline_static
mybatis-mybatis-3.csv,1,2,41.68260038,baseline_static
mybatis-mybatis-3.csv,1,4,61.61567878,baseline_static
mybatis-mybatis-3.csv,1,8,70.07648184,baseline_static
mybatis-mybatis-3.csv,1,16,73.08795411,baseline_static
naver-pinpoint.csv,1,2,34.01955739,baseline_static
naver-pinpoint.csv,1,4,48.43026248,baseline_static
naver-pinpoint.csv,1,8,53.42254246,baseline_static
naver-pinpoint.csv,1,16,54.60627895,baseline_static
FasterXML-jackson-databind.csv,1,2,19.52117864,baseline_static
FasterXML-jackson-databind.csv,1,4,26.74953959,baseline_static
FasterXML-jackson-databind.csv,1,8,28.17679558,baseline_static
FasterXML-jackson-databind.csv,1,16,26.88766114,baseline_static
samtools-htsjdk.csv,1,2,40.08647313,baseline_static
samtools-htsjdk.csv,1,4,56.94873379,baseline_static
samtools-htsjdk.csv,1,8,63.49598518,baseline_static
samtools-htsjdk.csv,1,16,65.04014824,baseline_static
deeplearning4j-deeplearning4j.csv,1,2,-41.19565217,baseline_static
deeplearning4j-deeplearning4j.csv,1,4,-63.26086957,baseline_static
deeplearning4j-deeplearning4j.csv,1,8,-74.89130435,baseline_static
deeplearning4j-deeplearning4j.csv,1,16,-80.92391304,baseline_static
open-keychain-open-keychain.csv,1,2,20.24793388,baseline_static
open-keychain-open-keychain.csv,1,4,24.79338843,baseline_static
open-keychain-open-keychain.csv,1,8,22.7863046,baseline_static
open-keychain-open-keychain.csv,1,16,19.48051948,baseline_static
yegor256-takes.csv,1,2,19.6969697,baseline_static
yegor256-takes.csv,1,4,26.07105538,baseline_static
yegor256-takes.csv,1,8,26.54127482,baseline_static
yegor256-takes.csv,1,16,24.66039707,baseline_static
keycloak-keycloak.csv,1,2,34.81244282,baseline_static
keycloak-keycloak.csv,1,4,46.61482159,baseline_static
keycloak-keycloak.csv,1,8,48.85635865,baseline_static
keycloak-keycloak.csv,1,16,47.8042086,baseline_static
rackerlabs-blueflood.csv,1,2,25.01228501,baseline_static
rackerlabs-blueflood.csv,1,4,32.92383292,baseline_static
rackerlabs-blueflood.csv,1,8,33.51351351,baseline_static
rackerlabs-blueflood.csv,1,16,31.79361179,baseline_static
xetorthio-jedis.csv,1,2,34.02545211,baseline_static
xetorthio-jedis.csv,1,4,49.09578031,baseline_static
xetorthio-jedis.csv,1,8,53.58338915,baseline_static
xetorthio-jedis.csv,1,16,53.51640991,baseline_static
orbeon-orbeon-forms.csv,1,2,-7.655310621,baseline_static
orbeon-orbeon-forms.csv,1,4,-15.83166333,baseline_static
orbeon-orbeon-forms.csv,1,8,-22.64529058,baseline_static
orbeon-orbeon-forms.csv,1,16,-27.13426854,baseline_static
linkedin-gobblin.csv,1,2,-4.848484848,baseline_static
linkedin-gobblin.csv,1,4,-10.81818182,baseline_static
linkedin-gobblin.csv,1,8,-17,baseline_static
linkedin-gobblin.csv,1,16,-21.60606061,baseline_static
JabRef-jabref.csv,1,2,37.0327553,baseline_static
JabRef-jabref.csv,1,4,52.02312139,baseline_static
JabRef-jabref.csv,1,8,56.33911368,baseline_static
JabRef-jabref.csv,1,16,56.26204239,baseline_static
jOOQ-jOOQ.csv,1,2,23.40425532,baseline_static
jOOQ-jOOQ.csv,1,4,32.56244218,baseline_static
jOOQ-jOOQ.csv,1,8,34.75177305,baseline_static
jOOQ-jOOQ.csv,1,16,33.91921061,baseline_static
structr-structr.csv,1,2,-2.599062633,baseline_static
structr-structr.csv,1,4,-8.436301662,baseline_static
structr-structr.csv,1,8,-14.27354069,baseline_static
structr-structr.csv,1,16,-19.17341287,baseline_static
floragunncom-search-guard.csv,1,2,40.47097481,baseline_static
floragunncom-search-guard.csv,1,4,60.70646221,baseline_static
floragunncom-search-guard.csv,1,8,68.70208105,baseline_static
floragunncom-search-guard.csv,1,16,71.00219058,baseline_static
SpongePowered-SpongeForge.csv,1,2,26.91933916,baseline_static
SpongePowered-SpongeForge.csv,1,4,35.21218011,baseline_static
SpongePowered-SpongeForge.csv,1,8,36.57272433,baseline_static
SpongePowered-SpongeForge.csv,1,16,35.1797862,baseline_static
sakaiproject-sakai.csv,1,2,36.66761122,baseline_static
sakaiproject-sakai.csv,1,4,50.49589119,baseline_static
sakaiproject-sakai.csv,1,8,54.37801077,baseline_static
sakaiproject-sakai.csv,1,16,54.40634741,baseline_static
dreamhead-moco.csv,1,2,12.33445858,baseline_static
dreamhead-moco.csv,1,4,15.94391067,baseline_static
dreamhead-moco.csv,1,8,15.7621397,baseline_static
dreamhead-moco.csv,1,16,14.33393924,baseline_static
nutzam-nutz.csv,1,2,1.11542192,baseline_static
nutzam-nutz.csv,1,4,-0.218234724,baseline_static
nutzam-nutz.csv,1,8,-4.025218235,baseline_static
nutzam-nutz.csv,1,16,-8.001939864,baseline_static
CloudSlang-cloud-slang.csv,1,2,32.76553106,baseline_static
CloudSlang-cloud-slang.csv,1,4,43.33667335,baseline_static
CloudSlang-cloud-slang.csv,1,8,45.29058116,baseline_static
CloudSlang-cloud-slang.csv,1,16,43.93787575,baseline_static
geotools-geotools.csv,1,2,-0.482043866,baseline_static
geotools-geotools.csv,1,4,-3.350204869,baseline_static
geotools-geotools.csv,1,8,-6.411183418,baseline_static
geotools-geotools.csv,1,16,-9.086526874,baseline_static
CloudifySource-cloudify.csv,1,2,20.60677699,baseline_static
CloudifySource-cloudify.csv,1,4,26.14263199,baseline_static
CloudifySource-cloudify.csv,1,8,25.43341214,baseline_static
CloudifySource-cloudify.csv,1,16,22.81323877,baseline_static
SpongePowered-SpongeCommon.csv,1,2,32.62987013,baseline_static
SpongePowered-SpongeCommon.csv,1,4,46.1038961,baseline_static
SpongePowered-SpongeCommon.csv,1,8,49.67532468,baseline_static
SpongePowered-SpongeCommon.csv,1,16,49.16125541,baseline_static
apache-zeppelin.csv,1,2,-9.717543405,baseline_static
apache-zeppelin.csv,1,4,-17.67297227,baseline_static
apache-zeppelin.csv,1,8,-24.46229593,baseline_static
apache-zeppelin.csv,1,16,-29.35993781,baseline_static
typetools-checker-framework.csv,1,2,10.8201977,baseline_static
typetools-checker-framework.csv,1,4,13.54528453,baseline_static
typetools-checker-framework.csv,1,8,12.85065456,baseline_static
typetools-checker-framework.csv,1,16,10.8201977,baseline_static
geoserver-geoserver.csv,1,2,-3.475728155,baseline_static
geoserver-geoserver.csv,1,4,-10.33009709,baseline_static
geoserver-geoserver.csv,1,8,-16.85436893,baseline_static
geoserver-geoserver.csv,1,16,-21.51456311,baseline_static
ngageoint-geowave.csv,1,2,33.24154209,baseline_static
ngageoint-geowave.csv,1,4,46.97088906,baseline_static
ngageoint-geowave.csv,1,8,51.84893784,baseline_static
ngageoint-geowave.csv,1,16,53.22580645,baseline_static
sparklemotion-nokogiri.csv,1,2,12.86378088,baseline_static
sparklemotion-nokogiri.csv,1,4,18.3908046,baseline_static
sparklemotion-nokogiri.csv,1,8,20.22499389,baseline_static
sparklemotion-nokogiri.csv,1,16,20.56737589,baseline_static
Graylog2-graylog2-server.csv,1,2,41.32124352,baseline_static
Graylog2-graylog2-server.csv,1,4,58.80829016,baseline_static
Graylog2-graylog2-server.csv,1,8,65.41450777,baseline_static
Graylog2-graylog2-server.csv,1,16,66.48316062,baseline_static
cloudfoundry-uaa.csv,1,2,41.80327869,baseline_static
cloudfoundry-uaa.csv,1,4,62.70491803,baseline_static
cloudfoundry-uaa.csv,1,8,70.90163934,baseline_static
cloudfoundry-uaa.csv,1,16,73.7704918,baseline_static
apache-jackrabbit-oak.csv,1,2,-7.225738397,baseline_static
apache-jackrabbit-oak.csv,1,4,-16.90400844,baseline_static
apache-jackrabbit-oak.csv,1,8,-24.84177215,baseline_static
apache-jackrabbit-oak.csv,1,16,-30.14240506,baseline_static
apache-pdfbox.csv,1,2,-10.28037383,baseline_static
apache-pdfbox.csv,1,4,-20.68313307,baseline_static
apache-pdfbox.csv,1,8,-28.2376502,baseline_static
apache-pdfbox.csv,1,16,-32.86604361,baseline_static
apache-sling.csv,1,2,-48.42873176,baseline_static
apache-sling.csv,1,4,-72.81144781,baseline_static
apache-sling.csv,1,8,-85.1010101,baseline_static
apache-sling.csv,1,16,-91.29489338,baseline_static
SonarSource-sonar-java.csv,1,2,26.36868769,baseline_static
SonarSource-sonar-java.csv,1,4,36.60728877,baseline_static
SonarSource-sonar-java.csv,1,8,39.74505638,baseline_static
SonarSource-sonar-java.csv,1,16,39.75322765,baseline_static
killbill-killbill.csv,1,2,0.063481987,baseline_static
killbill-killbill.csv,1,4,-1.41247421,baseline_static
killbill-killbill.csv,1,8,-3.380415807,baseline_static
killbill-killbill.csv,1,16,-5.507062371,baseline_static
checkstyle-checkstyle.csv,1,2,40.69899872,baseline_static
checkstyle-checkstyle.csv,1,4,60.81004129,baseline_static
checkstyle-checkstyle.csv,1,8,70.53338395,baseline_static
checkstyle-checkstyle.csv,1,16,75.15066673,baseline_static
BuildCraft-BuildCraft/BuildCraft-BuildCraft.csv,0,2,9.076171875,timeout_rule
apache-tajo/apache-tajo.csv,0,2,80.200634,timeout_rule
osmdroid-osmdroid/osmdroid-osmdroid.csv,0,2,-15.69026947,timeout_rule
DSpace-DSpace/DSpace-DSpace.csv,0,2,87.35868454,timeout_rule
apache-nifi/apache-nifi.csv,0,2,66.34664154,timeout_rule
caelum-vraptor4/caelum-vraptor4.csv,0,2,88.30784416,timeout_rule
grails-grails-core/grails-grails-core.csv,0,2,71.77305031,timeout_rule
square-wire/square-wire.csv,0,2,93.48534203,timeout_rule
puniverse-quasar/puniverse-quasar.csv,0,2,82.49189377,timeout_rule
dropwizard-dropwizard/dropwizard-dropwizard.csv,0,2,90.03690052,timeout_rule
essentials-Essentials/essentials-Essentials.csv,0,2,87.17948723,timeout_rule
mybatis-mybatis-3/mybatis-mybatis-3.csv,0,2,91.93058586,timeout_rule
naver-pinpoint/naver-pinpoint.csv,0,2,85.21434784,timeout_rule
FasterXML-jackson-databind/FasterXML-jackson-databind.csv,0,2,65.65440369,timeout_rule
samtools-htsjdk/samtools-htsjdk.csv,0,2,92.0937624,timeout_rule
deeplearning4j-deeplearning4j/deeplearning4j-deeplearning4j.csv,0,2,-42.45320129,timeout_rule
open-keychain-open-keychain/open-keychain-open-keychain.csv,0,2,74.68798828,timeout_rule
yegor256-takes/yegor256-takes.csv,0,2,65.26119232,timeout_rule
keycloak-keycloak/keycloak-keycloak.csv,0,2,91.74810028,timeout_rule
rackerlabs-blueflood/rackerlabs-blueflood.csv,0,2,88.02333546,timeout_rule
xetorthio-jedis/xetorthio-jedis.csv,0,2,89.32926846,timeout_rule
orbeon-orbeon-forms/orbeon-orbeon-forms.csv,0,2,4.555809021,timeout_rule
linkedin-gobblin/linkedin-gobblin.csv,0,2,38.53073502,timeout_rule
JabRef-jabref/JabRef-jabref.csv,0,2,88.91516399,timeout_rule
jOOQ-jOOQ/jOOQ-jOOQ.csv,0,2,67.24738693,timeout_rule
structr-structr/structr-structr.csv,0,2,22.11785126,timeout_rule
floragunncom-search-guard/floragunncom-search-guard.csv,0,2,91.9578476,timeout_rule
SpongePowered-SpongeForge/SpongePowered-SpongeForge.csv,0,2,84.46628475,timeout_rule
sakaiproject-sakai/sakaiproject-sakai.csv,0,2,90.85156822,timeout_rule
dreamhead-moco/dreamhead-moco.csv,0,2,56.78256607,timeout_rule
nutzam-nutz/nutzam-nutz.csv,0,2,46.48956299,timeout_rule
CloudSlang-cloud-slang/CloudSlang-cloud-slang.csv,0,2,87.46562767,timeout_rule
geotools-geotools/geotools-geotools.csv,0,2,21.02351379,timeout_rule
CloudifySource-cloudify/CloudifySource-cloudify.csv,0,2,72.97662735,timeout_rule
SpongePowered-SpongeCommon/SpongePowered-SpongeCommon.csv,0,2,79.81139374,timeout_rule
apache-zeppelin/apache-zeppelin.csv,0,2,-10.46596527,timeout_rule
typetools-checker-framework/typetools-checker-framework.csv,0,2,26.57072449,timeout_rule
geoserver-geoserver/geoserver-geoserver.csv,0,2,1.677078247,timeout_rule
ngageoint-geowave/ngageoint-geowave.csv,0,2,77.13327026,timeout_rule